title,location,price,size,listing_type,link,source,rooms
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 921606XX","5,500 OMR",,For Sale,https://om.opensooq.com/en/search/264642787,opensooq,
155 m2 4 Bedrooms Townhouse for Sale in Muscat Bosher,", Bosher, 938606XX","64,000 OMR",155.0,For Sale,https://om.opensooq.com/en/search/265592583,opensooq,
Farm Land for Sale in Al Dakhiliya Bahla,", Bahla, 964943XX","25,000 OMR",,For Sale,https://om.opensooq.com/en/search/265641095,opensooq,
مكتب لجلب الأيدي العامله للبيع,", Azaiba, 932069XX","15,000 OMR",112.0,For Sale,https://om.opensooq.com/en/search/265591671,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 922422XX","14,000 OMR",,For Sale,https://om.opensooq.com/en/search/265640291,opensooq,
3 Bedrooms Farms for Sale in Al Batinah Sohar,", Sohar, 960806XX","90,000 OMR",400.0,For Sale,https://om.opensooq.com/en/search/265528527,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 966616XX","9,300 OMR",,For Sale,https://om.opensooq.com/en/search/265637031,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 995683XX","30,000 OMR",,For Sale,https://om.opensooq.com/en/search/265635145,opensooq,
120 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 770455XX","40,000 OMR",120.0,For Sale,https://om.opensooq.com/en/search/264210303,opensooq,
700 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 719385XX","85,000 OMR",700.0,For Sale,https://om.opensooq.com/en/search/265634339,opensooq,
Commercial Land for Sale in Muscat Al-Hail,", Al-Hail, 911891XX","1,100,000 OMR",,For Sale,https://om.opensooq.com/en/search/265634111,opensooq,
144 m2 2 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,", Suwaiq, 966733XX","28,000 OMR",144.0,For Sale,https://om.opensooq.com/en/search/265633315,opensooq,
مطعم وجبات سريعه للبيع,", Al Maabilah, 998486XX","200,000 OMR",55.0,For Sale,https://om.opensooq.com/en/search/265632997,opensooq,
90 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 911175XX","30,000 OMR",90.0,For Sale,https://om.opensooq.com/en/search/264623951,opensooq,
400 m2 4 Bedrooms Townhouse for Sale in Buraimi Al Buraimi,", Al Buraimi, 916743XX","13,500 OMR",400.0,For Sale,https://om.opensooq.com/en/search/265632225,opensooq,
صالون تجميل نسائي للبيع,", Bosher, 768838XX",500 OMR,1.0,For Sale,https://om.opensooq.com/en/search/265632069,opensooq,
226 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,", Al Masnaah, 947005XX","44,000 OMR",226.0,For Sale,https://om.opensooq.com/en/search/265630865,opensooq,
318 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Sohar,", Sohar, 912365XX","65,000 OMR",318.0,For Sale,https://om.opensooq.com/en/search/265630355,opensooq,
Residential Land for Sale in Al Batinah Liwa,", Liwa, 925101XX","13,000 OMR",,For Sale,https://om.opensooq.com/en/search/265630069,opensooq,
Residential Land for Sale in Al Sharqiya Sinaw,", Sinaw, 911644XX","115,000 OMR",,For Sale,https://om.opensooq.com/en/search/265629817,opensooq,
67 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 906900XX","20,000 OMR",67.0,For Sale,https://om.opensooq.com/en/search/265628637,opensooq,
Industrial Land for Sale in Muscat Misfah,", Misfah, 992148XX","178,000 OMR",,For Sale,https://om.opensooq.com/en/search/265628641,opensooq,
Residential Land for Sale in Al Dakhiliya Adam,", Adam, 928652XX","12,800 OMR",,For Sale,https://om.opensooq.com/en/search/265580143,opensooq,
Residential Land for Sale in Al Dakhiliya Hamra,", Hamra, 928246XX","11,000 OMR",,For Sale,https://om.opensooq.com/en/search/265578585,opensooq,
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 989186XX","22,300 OMR",,For Sale,https://om.opensooq.com/en/search/265623059,opensooq,
386 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mawaleh,", Al Mawaleh, 989890XX","154,000 OMR",386.0,For Sale,https://om.opensooq.com/en/search/265574167,opensooq,
Farm Land for Sale in Al Batinah Shinas,", Shinas, 969525XX","38,000 OMR",,For Sale,https://om.opensooq.com/en/search/265622049,opensooq,
Residential Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 994792XX","19,800 OMR",,For Sale,https://om.opensooq.com/en/search/265619341,opensooq,
Residential Land for Sale in Muscat Quriyat,", Quriyat, 990831XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/264333553,opensooq,
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 989595XX","20,000 OMR",,For Sale,https://om.opensooq.com/en/search/265618105,opensooq,
250 m2 5 Bedrooms Townhouse for Sale in Al Dakhiliya Nizwa,", Nizwa, 964555XX","70,000 OMR",250.0,For Sale,https://om.opensooq.com/en/search/265617939,opensooq,
67 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 771332XX","20,000 OMR",67.0,For Sale,https://om.opensooq.com/en/search/265617723,opensooq,
Residential Land for Sale in Al Batinah Wadi Al Ma'awal,", Wadi Al Ma'awal, 988598XX","20,000 OMR",,For Sale,https://om.opensooq.com/en/search/265206605,opensooq,
Commercial Land for Sale in Al Wustaa Mahut,", Mahut, 926222XX","195,000 OMR",,For Sale,https://om.opensooq.com/en/search/264213749,opensooq,
86 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","148,000 OMR",86.0,For Sale,https://om.opensooq.com/en/search/264624643,opensooq,
493 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","415,000 OMR",493.0,For Sale,https://om.opensooq.com/en/search/264624585,opensooq,
Property for sale   /تسویق عقارات الموج عندک عقار و تبقی تبیعه راسلنی,", Al Mouj, 939918XX","1,000 OMR",10.0,For Sale,https://om.opensooq.com/en/search/264624423,opensooq,
86 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","148,000 OMR",86.0,For Sale,https://om.opensooq.com/en/search/264624405,opensooq,
455 m2 5 Bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","575,000 OMR",455.0,For Sale,https://om.opensooq.com/en/search/264624329,opensooq,
Luxury Villa for Sale ا ALMOUJ Muscat ا Freehold Ownership ا Permanent Residency,", Al Mouj, 939918XX","446,000 OMR",314.0,For Sale,https://om.opensooq.com/en/search/264624287,opensooq,
314 m2 4 Bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","446,000 OMR",314.0,For Sale,https://om.opensooq.com/en/search/264624261,opensooq,
215 m2 4 Bedrooms Townhouse for Sale in Al Dhahirah Ibri,", Ibri, 971667XX","40,000 OMR",215.0,For Sale,https://om.opensooq.com/en/search/265613639,opensooq,
بزرگترین مرکز تجاری مسقط /اقساط بلند مدت,", Al Mouj, 939918XX","8,000,000 OMR",53000.0,For Sale,https://om.opensooq.com/en/search/264623439,opensooq,
514 m2 4 Bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","450,000 OMR",514.0,For Sale,https://om.opensooq.com/en/search/264623353,opensooq,
Пpoдaжa 4 кoмнaтнoгo Tayнxayca в Al Mouj.,", Al Mouj, 939918XX","195,000 OMR",175.0,For Sale,https://om.opensooq.com/en/search/264623325,opensooq,
436 m2 5 Bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","480,000 OMR",436.0,For Sale,https://om.opensooq.com/en/search/264623285,opensooq,
5-Bedroom Villa with Lake View – Freehold Ownership with Lifetime Residency,", Al Mouj, 939918XX","480,000 OMR",680.0,For Sale,https://om.opensooq.com/en/search/264623237,opensooq,
Residential Land for Sale in Al Batinah Saham,", Saham, 953442XX","16,000 OMR",,For Sale,https://om.opensooq.com/en/search/265165025,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 790756XX","8,200 OMR",,For Sale,https://om.opensooq.com/en/search/265611949,opensooq,
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 956596XX","45,000 OMR",,For Sale,https://om.opensooq.com/en/search/265611861,opensooq,
Residential Land for Sale in Al Wustaa Al Duqum,", Al Duqum, 944242XX","28,000 OMR",,For Sale,https://om.opensooq.com/en/search/265610783,opensooq,
400 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mawaleh,", Al Mawaleh, 966607XX","120,000 OMR",400.0,For Sale,https://om.opensooq.com/en/search/265610887,opensooq,
106 m2 2 Bedrooms Apartments for Sale in Muscat Ruwi,", Ruwi, 993717XX","35,000 OMR",106.0,For Sale,https://om.opensooq.com/en/search/265610201,opensooq,
Residential Land for Sale in Al Batinah Nakhl,", Nakhl, 926142XX","27,000 OMR",,For Sale,https://om.opensooq.com/en/search/265610019,opensooq,
2 Bedrooms Farms for Sale in Al Batinah Barka,", Barka, 922822XX","75,000 OMR",270.0,For Sale,https://om.opensooq.com/en/search/265610223,opensooq,
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 933714XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/265609725,opensooq,
30 m2 More than 6 bedrooms Townhouse for Sale in Muscat Darsait,", Darsait, 978585XX","160,000 OMR",30.0,For Sale,https://om.opensooq.com/en/search/265561431,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 960865XX","55,000 OMR",,For Sale,https://om.opensooq.com/en/search/265608513,opensooq,
Beauty salon for sale  صالون تجميل للبيع,", Amerat, 976422XX","15,000 OMR",120.0,For Sale,https://om.opensooq.com/en/search/265606781,opensooq,
Building for Sale in Muscat Amerat,", Amerat, 998577XX","65,000 OMR",300.0,For Sale,https://om.opensooq.com/en/search/265605771,opensooq,
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 966691XX","9,000 OMR",,For Sale,https://om.opensooq.com/en/search/265605775,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 998426XX","19,000 OMR",,For Sale,https://om.opensooq.com/en/search/265556593,opensooq,
Residential Land for Sale in Muscat Azaiba,", Azaiba, 921239XX","95,000 OMR",,For Sale,https://om.opensooq.com/en/search/265603741,opensooq,
هايبر ماركت في الخوض السابعة,", Al Khoud, 772711XX","23,000 OMR",250.0,For Sale,https://om.opensooq.com/en/search/265603235,opensooq,
مركز حجامة مجهز للبيع موقع مميز,", Sohar, 794701XX","4,000 OMR",150.0,For Sale,https://om.opensooq.com/en/search/265602541,opensooq,
2 Bedrooms Farms for Sale in Al Batinah Barka,", Barka, 711528XX","36,000 OMR",600.0,For Sale,https://om.opensooq.com/en/search/265602419,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 921239XX","7,200 OMR",,For Sale,https://om.opensooq.com/en/search/265602327,opensooq,
Residential Land for Sale in Al Batinah Shinas,", Shinas, 952070XX","12,000 OMR",,For Sale,https://om.opensooq.com/en/search/265602309,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 921239XX","5,400 OMR",,For Sale,https://om.opensooq.com/en/search/265601989,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 719511XX","19,500 OMR",,For Sale,https://om.opensooq.com/en/search/265553441,opensooq,
4 Bedrooms Farms for Sale in Muscat Yiti,", Yiti, 941081XX","65,000 OMR",300.0,For Sale,https://om.opensooq.com/en/search/265553021,opensooq,
"5-Star Hotel Suite with Unparalleled Sea Views – Trump International Hotel, AIDA",", Yiti, 944477XX","160,000 OMR",48.0,For Sale,https://om.opensooq.com/en/search/260627379,opensooq,
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 940440XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/265601095,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 921239XX","3,800 OMR",,For Sale,https://om.opensooq.com/en/search/265601027,opensooq,
للبيع عمارة تجارية سكنية في ولاية بهلاء – العُقير,", Bahla, 775453XX","58,000 OMR",650.0,For Sale,https://om.opensooq.com/en/search/265600985,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 921239XX","4,200 OMR",,For Sale,https://om.opensooq.com/en/search/265600881,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 921239XX","7,200 OMR",,For Sale,https://om.opensooq.com/en/search/265600737,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 970008XX","39,500 OMR",,For Sale,https://om.opensooq.com/en/search/264135275,opensooq,
250 m2 5 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 768899XX","50,000 OMR",250.0,For Sale,https://om.opensooq.com/en/search/264614249,opensooq,
محل للبيع في بوشر مشروع قيد الإنشاء,", Bosher, 992144XX","116,000 OMR",140.0,For Sale,https://om.opensooq.com/en/search/260685665,opensooq,
Commercial Land for Sale in Muscat Halban,", Halban, 799998XX","80,000 OMR",,For Sale,https://om.opensooq.com/en/search/264613845,opensooq,
Dental clinic for sale,", Bosher, 768031XX","13,000 OMR",300.0,For Sale,https://om.opensooq.com/en/search/265549373,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 799998XX","19,000 OMR",,For Sale,https://om.opensooq.com/en/search/264613701,opensooq,
260 m2 4 Bedrooms Apartments for Sale in Al Dakhiliya Sumail,", Sumail, 943825XX","50,000 OMR",260.0,For Sale,https://om.opensooq.com/en/search/265549209,opensooq,
372 m2 More than 6 bedrooms Villa for Sale in Muscat Seeb,", Seeb, 944433XX","112,000 OMR",372.0,For Sale,https://om.opensooq.com/en/search/264613457,opensooq,
Residential Land for Sale in Muscat Manumah,", Manumah, 799998XX","20,000 OMR",,For Sale,https://om.opensooq.com/en/search/264613389,opensooq,
372 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 944433XX","112,000 OMR",372.0,For Sale,https://om.opensooq.com/en/search/264613377,opensooq,
اخر محلين متبقيات بشارع تيمور صلالة واقساط 24 شهر مع محمد الفرقاني,", Salala, 944433XX","23,900 OMR",37.0,For Sale,https://om.opensooq.com/en/search/264613297,opensooq,
107 m2 2 Bedrooms Apartments for Sale in Muscat Seeb,", Seeb, 944433XX","43,900 OMR",107.0,For Sale,https://om.opensooq.com/en/search/264613203,opensooq,
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","13,000 OMR",,For Sale,https://om.opensooq.com/en/search/264613169,opensooq,
Building for Sale in Muscat Al Maabilah,", Al Maabilah, 768833XX","150,000 OMR",1200.0,For Sale,https://om.opensooq.com/en/search/265597747,opensooq,
107 m2 2 Bedrooms Apartments for Sale in Al Dakhiliya Nizwa,", Nizwa, 944433XX","43,900 OMR",107.0,For Sale,https://om.opensooq.com/en/search/264613123,opensooq,
107 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 944433XX","43,900 OMR",107.0,For Sale,https://om.opensooq.com/en/search/264612989,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","43,000 OMR",,For Sale,https://om.opensooq.com/en/search/264612927,opensooq,
56 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 775665XX","25,000 OMR",56.0,For Sale,https://om.opensooq.com/en/search/265596971,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","12,500 OMR",,For Sale,https://om.opensooq.com/en/search/264612693,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","30,500 OMR",,For Sale,https://om.opensooq.com/en/search/264612487,opensooq,
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 799998XX","60,000 OMR",,For Sale,https://om.opensooq.com/en/search/264612311,opensooq,
322 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 969339XX","82,000 OMR",322.0,For Sale,https://om.opensooq.com/en/search/264231091,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 994334XX","19,500 OMR",,For Sale,https://om.opensooq.com/en/search/265546103,opensooq,
Residential Land for Sale in Al Batinah Nakhl,", Nakhl, 973433XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/265594377,opensooq,
110 m2 2 Bedrooms Apartments for Sale in Al Batinah Sohar,", Sohar, 931911XX","36,000 OMR",110.0,For Sale,https://om.opensooq.com/en/search/255894059,opensooq,
140 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 985454XX","36,500 OMR",140.0,For Sale,https://om.opensooq.com/en/search/265594019,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","24,500 OMR",,For Sale,https://om.opensooq.com/en/search/264610403,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","13,000 OMR",,For Sale,https://om.opensooq.com/en/search/264610379,opensooq,
Residential Land for Sale in Muscat Yenkit,", Yenkit, 725628XX","20,000 OMR",,For Sale,https://om.opensooq.com/en/search/265543193,opensooq,
محل بيع قطع غيار للبيع,", Salala, 969575XX","12,000 OMR",150.0,For Sale,https://om.opensooq.com/en/search/265591257,opensooq,
317 m2 5 Bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 977363XX","70,000 OMR",317.0,For Sale,https://om.opensooq.com/en/search/265587091,opensooq,
Industrial Land for Sale in Al Batinah Saham,", Saham, 929009XX","39,000 OMR",,For Sale,https://om.opensooq.com/en/search/265587041,opensooq,
محل غسيل السيارات للبيع,", Ibri, 939628XX","1,800 OMR",128.0,For Sale,https://om.opensooq.com/en/search/265582123,opensooq,
200 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 961354XX","55,000 OMR",200.0,For Sale,https://om.opensooq.com/en/search/265583157,opensooq,
Mixed Use Land for Sale in Al Batinah Suwaiq,", Suwaiq, 993224XX","80,000 OMR",,For Sale,https://om.opensooq.com/en/search/265582311,opensooq,
Farm Land for Sale in Muscat Seeb,", Seeb, 944111XX","165,000 OMR",,For Sale,https://om.opensooq.com/en/search/264603277,opensooq,
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 969602XX","8,000 OMR",,For Sale,https://om.opensooq.com/en/search/265580937,opensooq,
Residential Land for Sale in Al Dakhiliya Bahla,", Bahla, 944111XX","20,500 OMR",,For Sale,https://om.opensooq.com/en/search/264602857,opensooq,
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 944111XX","19,000 OMR",,For Sale,https://om.opensooq.com/en/search/264602729,opensooq,
423 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 953534XX","85,000 OMR",423.0,For Sale,https://om.opensooq.com/en/search/265527865,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","30,500 OMR",,For Sale,https://om.opensooq.com/en/search/264602683,opensooq,
105 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 994555XX",390 OMR,105.0,For Sale,https://om.opensooq.com/en/search/265579811,opensooq,
Residential Land for Sale in Muscat Halban,", Halban, 944111XX","30,500 OMR",,For Sale,https://om.opensooq.com/en/search/264602555,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 944111XX","10,600 OMR",,For Sale,https://om.opensooq.com/en/search/264602483,opensooq,
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","80,000 OMR",,For Sale,https://om.opensooq.com/en/search/264602351,opensooq,
Residential Land for Sale in Dhofar Taqah,", Taqah, 988205XX","12,500 OMR",,For Sale,https://om.opensooq.com/en/search/265579041,opensooq,
"BARBAR SHOP,RENT:120",", Nakhl, 964965XX","1,200 OMR",,For Sale,https://om.opensooq.com/en/search/265576965,opensooq,
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 938322XX","38,000 OMR",,For Sale,https://om.opensooq.com/en/search/265574921,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 922511XX","40,000 OMR",,For Sale,https://om.opensooq.com/en/search/265573567,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","30,500 OMR",,For Sale,https://om.opensooq.com/en/search/264599349,opensooq,
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 921239XX","6,000 OMR",,For Sale,https://om.opensooq.com/en/search/265573169,opensooq,
مركز تسوق كماليات و أدوات منزلية وأدوات المطبخ و الرحلات و مستلزمات نساء و أطفال و أدوات التجميل,", Adam, 924043XX","30,000 OMR",115.0,For Sale,https://om.opensooq.com/en/search/265573171,opensooq,
Residential Land for Sale in Al Dakhiliya Bahla,", Bahla, 998996XX","14,500 OMR",,For Sale,https://om.opensooq.com/en/search/265572489,opensooq,
100 m2 3 Bedrooms Townhouse for Sale in Muscat Wadi Al Kabir,", Wadi Al Kabir, 912083XX","21,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/265520979,opensooq,
Commercial Land for Sale in Al Dakhiliya Bahla,", Bahla, 998996XX","35,000 OMR",,For Sale,https://om.opensooq.com/en/search/265571995,opensooq,
600 sq meters Land for sale in Samkat Al Amerat in a very good location in phase 1 of Samkat.,", Amerat, 962543XX","3,600 OMR",,For Sale,https://om.opensooq.com/en/search/265484423,opensooq,
110 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 906167XX","56,500 OMR",110.0,For Sale,https://om.opensooq.com/en/search/265569211,opensooq,
242 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 711779XX","68,000 OMR",242.0,For Sale,https://om.opensooq.com/en/search/265517767,opensooq,
Wash Basin,", Muscat Hills, 789435XX","40,000 OMR",3.0,For Sale,https://om.opensooq.com/en/search/265517563,opensooq,
207 m2 5 Bedrooms Townhouse for Sale in Al Batinah Sohar,", Sohar, 990507XX","56,000 OMR",207.0,For Sale,https://om.opensooq.com/en/search/265568021,opensooq,
427 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 770088XX","135,000 OMR",427.0,For Sale,https://om.opensooq.com/en/search/265517239,opensooq,
ملحمه للبيع,", Dima and Al Taaiyin, 966866XX","1,600 OMR",7.0,For Sale,https://om.opensooq.com/en/search/265494419,opensooq,
Residential Land for Sale in Al Sharqiya Sur,", Sur, 927550XX","32,000 OMR",,For Sale,https://om.opensooq.com/en/search/264595695,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 994909XX","30,000 OMR",,For Sale,https://om.opensooq.com/en/search/265564791,opensooq,
Commercial Land for Sale in Al Dhahirah Yunqul,", Yunqul, 994909XX","27,000 OMR",,For Sale,https://om.opensooq.com/en/search/265564079,opensooq,
Mobile Shop محل هواتف 1000ريال Rent 300,", Al Maabilah, 990231XX","1,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/265524309,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 964403XX","70,000 OMR",,For Sale,https://om.opensooq.com/en/search/265562981,opensooq,
175 m2 3 Bedrooms Townhouse for Sale in Al Sharqiya Sur,", Sur, 927176XX","18,500 OMR",175.0,For Sale,https://om.opensooq.com/en/search/265562147,opensooq,
سبا نسائي راقي في المعبيله 8/جديد من 6 اشهر,", Al Maabilah, 769404XX","8,000 OMR",75.0,For Sale,https://om.opensooq.com/en/search/265510485,opensooq,
375 m2 5 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 974499XX","80,000 OMR",375.0,For Sale,https://om.opensooq.com/en/search/265558325,opensooq,
72 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 711009XX","26,500 OMR",72.0,For Sale,https://om.opensooq.com/en/search/262209235,opensooq,
62 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 711009XX","26,500 OMR",62.0,For Sale,https://om.opensooq.com/en/search/263629069,opensooq,
62 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 711009XX","26,500 OMR",62.0,For Sale,https://om.opensooq.com/en/search/263348515,opensooq,
62 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 711009XX","26,500 OMR",62.0,For Sale,https://om.opensooq.com/en/search/264180383,opensooq,
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 926532XX","5,300 OMR",,For Sale,https://om.opensooq.com/en/search/265559695,opensooq,
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 926532XX","2,400 OMR",,For Sale,https://om.opensooq.com/en/search/265559379,opensooq,
342 m2 4 Bedrooms Villa for Sale in Muscat Other,", Other, 990092XX","128,000 OMR",342.0,For Sale,https://om.opensooq.com/en/search/265244733,opensooq,
241 m2 4 Bedrooms Villa for Sale in Muscat Bosher,", Bosher, 969317XX","115,000 OMR",241.0,For Sale,https://om.opensooq.com/en/search/264193883,opensooq,
360 m2 More than 6 bedrooms Villa for Sale in Muscat Al-Hail,", Al-Hail, 946909XX","130,000 OMR",360.0,For Sale,https://om.opensooq.com/en/search/265507583,opensooq,
optical shop,", Barka, 781032XX","7,000 OMR",1200.0,For Sale,https://om.opensooq.com/en/search/265504993,opensooq,
بيع مقهى  متميز نظيف,", Suwaiq, 768676XX","2,500 OMR",800.0,For Sale,https://om.opensooq.com/en/search/265554385,opensooq,
150 m2 3 Bedrooms Townhouse for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 996868XX","20,000 OMR",150.0,For Sale,https://om.opensooq.com/en/search/265553887,opensooq,
780 m2 More than 6 bedrooms Villa for Sale in Buraimi Al Buraimi,", Al Buraimi, 996039XX","205,000 OMR",780.0,For Sale,https://om.opensooq.com/en/search/265552419,opensooq,
291 m2 2 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 955226XX","55,000 OMR",291.0,For Sale,https://om.opensooq.com/en/search/265551903,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/265551555,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","15,500 OMR",,For Sale,https://om.opensooq.com/en/search/265551503,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/265551483,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","10,800 OMR",,For Sale,https://om.opensooq.com/en/search/265551467,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","7,300 OMR",,For Sale,https://om.opensooq.com/en/search/265551443,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/265551373,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 771332XX","7,900 OMR",,For Sale,https://om.opensooq.com/en/search/265550563,opensooq,
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 771332XX","10,500 OMR",,For Sale,https://om.opensooq.com/en/search/265551091,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 978877XX","86,000 OMR",,For Sale,https://om.opensooq.com/en/search/263698919,opensooq,
415 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 981448XX","63,000 OMR",415.0,For Sale,https://om.opensooq.com/en/search/265550129,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 922178XX","10,500 OMR",,For Sale,https://om.opensooq.com/en/search/265550657,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 906900XX","7,900 OMR",,For Sale,https://om.opensooq.com/en/search/265550205,opensooq,
Residential Land for Sale in Al Batinah Shinas,", Shinas, 960201XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/265498857,opensooq,
400 m2 More than 6 bedrooms Townhouse for Sale in Muscat Amerat,", Amerat, 918225XX",400 OMR,400.0,For Sale,https://om.opensooq.com/en/search/265302853,opensooq,
